,kick,,kik likely ,,piedbato,trete,trap,sparka,sparke,sparke,coup,puntada,patada,patada,chute,calcio,lovitură,goditje me shkelm,ciceáil,cic,láktisma,brcati,udarac,udarac nogom,ritnik,udar,kopnúť,kop,kick,pinat',kopnięcie,udar nahami,udar nohoyu,spardyti,sitiens,rúgás,potkia,lööma,lat,laat maarana,lāthi,lāta,lātha māraṇē,kika,tannaṇḍi,utai,kik,lāta,dhurba,pîn,zarʙa zadan,rakla,beeta,mita,teke,harba,tapa,,tekme atmak,tepmoq,tebw,urmak,tebüü,öshiglökh,tī,keru,bal chagi,đá,menendang,sipa,nyepak,tea,,,,
,cut,,,,tranĉi,schneiden,snee,skära,skære,kutte opp,couper,tallar,cortar,cortar,corte,taglio,a tăia,prerje,gearrtha,torri,Tomí,rezati,cut,izrezati,razrez,seče,rezať,střih,rezati,rezat',cięcie,vyrazać,vyrizaty,supjaustyti,griezt,vágott,leikata,lõigatud,kati,kaatana,kāṭā,kāṭnu,kaṭa,kaṭō,kaṭ,veṭṭu,kattarisi,kāpavuṁ,bresh,birrîn,ʙurida,yaqtae,hetik,mek’uret’i,kata,yanke,ge,,kesmek,kesish,kesw,kes,kesip,züsekh,qiè,kiru,jaleuda,cắt,memotong,gupitin,ngethok,tạd,,,,
,shoot,,,,pafi,schießen,schieten,skjuta,skyde,skyte,tirer,disparar,disparar,disparar,atirar,sparare,trage,gjuaj,lámhach,saethu,vlastós,streljati,pucaj,pucati,strelya,pukajte,strieľať,střílet,Pucaj,strelyat',strzelać,straliać,strilyaty,šaudyti,šaut,lő,ampua,tulistada,shoot karyo,golee maar,aṅkura,gōlī māra,śūṭa,śūṭa,ṣūṭ,cuṭu,śūṭ,śūṭa,saqah,lêxistin,tir,atlaq alnaar,yera,tekusi,risasi,harba,iyaworan,,film çekmek,otish,atw,at,atuu,buudakh,shèjí,utsu,sagyeog,bắn,menembak,bumaril,tembak,ying,,,,
,street,,,,strato,Straße,straat,gata,gade,gate,rue,carrer,calle,rúa,rua,strada,stradă,rrugë,sráid,stryd,drómos,ulica,ulica,ulica,ulitsa,ulica,ulica,ulice,ulica,ulitsa,ulica,vulica,vulytsya,gatve,iela,utca,katu,tänav,rod,galee,rāstā,saḍaka,rastā,galī,vīdhi,teru,bīdi,śērī,khiaban,kolan,kūca,sharie,rechov,godana,mtaani,titi,opopona,,sokak,ko'cha,köşe,köçe,köçö,gudamj,jiēdào,toori,geoli,đường phố,jalan,kalye,dalan,t̄hnn,,,,
,bike,,,,biciklo,Fahrrad,fiets,cykel,cykel,sykkel,vélo,bicicleta,bicicleta,bicicleta,bicicleta,bicicletta,bicicleta,biciklete,rothar,beic,podílato,kolo,bicikl,bicikl,velosiped,velosiped,bicykel,kolo,bicikl,velosiped,rower,rovar,velosyped,dviratis,velosipēds,bicikli,pyörä,jalgratas,cycle,baik,bā'ika,bā'ika,ducākī,sā'īkala,baik,untu'uruḷi,baik,bā'ika,docharkheh,bisîklet,velosiped,daraajat hawayiya,opanian,bisikilēti,baiskeli,keke,keke,,bisiklet,velosiped,velosïped,welosiped,velosiped,dugui,zìxíngchē,jitensha,jajeongeo,xe đạp,sepeda,bisikleta,pit,cạkryān,,,,
,left,,,,foriris,links,links,vänster,venstre,venstre,gauche,esquerra,izquierda,esquerda,esquerda,Sinistra,stânga,majtas,chlé,chwith,aristerá,levo,lijevo,lijevo,nalyavo,levo,vľavo,"vlevo, odjet",levo,levyy,lewy,zlieva,zliva,paliko,pa kreisi,bal,vasemmalle,vasakule,chhadi waey,baen,bāma,bāyām̐,bākī,chaḍa ditā,vadilēśāru,viṭṭu,biṭṭaru,bākī,chip,çep,cap,ghadir,shmal,gira,kushoto,hagu,osi,,sol,chap,sol,çep,sol,züün,zuǒbiān,hidari,oenjjog,bên trái,kiri,umalis,ngiwa,ŝāy,,,,
,right,,,,ĝuste,Rechts,rechts,höger,højre,Ikke sant,droite,dret,bien,certo,certo,Giusto,dreapta,drejtë,ceart,iawn,sostá,prav,u pravu,pravo,tochno,pravo,správny,že jo,jel tako,verno,Prawidłowy,sprava,pravylʹno,teisingai,pa labi,jobb,oikein,õige,sahih,sahee,adhikāra,sahī,barōbara,sahī,kuḍi,cari,bala,adhikāra,rast,rast,rost,yamin,yemin,k’enyi,haki,dama,ọtun,,Sağ,to'g'ri,durıs,dogry,tuura,zöv,zhèngquè de,migi,oleunjjog,Phải,Kanan,tama,bener,k̄hwā,,,,
,turn,,,,turni,drehen,draai,sväng,tur,sving,tourner,torn,doblar,quenda,vez,giro,întoarce,kthesë,cas,tro,strofí,obrat,okreni se,skretanje,zavoĭ,vrti,otočiť,otočit se,red,povernut',zakręt,čarha,povorot,pasukti,pagrieziens,fordulat,vuoro,keerata,moriyo,mod,pālā,ghumā'unuhōs,vaḷaṇa,mōṛa,malupu,tirumpa,tirugi,vaḷāṅka,nobe khud,zivirîn,gardiş,dawr,swivel,mezori,kugeuka,juya,yipada,,dönüş,burilish,burılıs,öwrüň,aylanuu,ergekh,zhuǎndòng,mawaru,hoejeonhada,xoay,berbelok,lumiko,giliran,pelī̀yn,,,,
,minute,,,,minuto,Minute,minuut,minut,minut,minutt,minute,minut,minuto,minuto,minuto,minuto,minut,minutë,nóiméad,munud,leptó,minuta,minuta,minuta,minuta,minuta,minútu,minuta,minut,minuta,minuta,chvilina,khvylyna,minutė,minūte,perc,minuutti,minut,minute,minat,miniṭa,minēṭa,miniṭa,miṭa,nimiṣaṁ,nimiṭam,nimiṣa,miniṭa,daqiqa,xulek,daqiqa,daqiqatan,deka,dek’īk’a,dakika,minti,iseju,,dakika,daqiqa,mïnwt,minut,münöt,minut,fēn fēnzhōng,pun,bun,phút,menit,minuto,menit,nāthī,,,,
,hour,,,,horo,Stunde,uur,timme,time,time,heure,hores,hora,hora,hora,ora,ora,orë,uair an chloig,awr,óra,uro,sat,sat,chas,čas,hodina,hodina,sat,chas,godzina,hadzinu,hodyna,valandą,stunda,óra,tunnin,tund,kalak,ghanta,ghanṭā,ghaṇṭā,tāsa,ghaṭā,gaṇṭa,maṇi,gaṇṭe,kalāka,saat,saet,soat,saea,shah,se’āti,saa,awa,wakati,,saat,soat,sağat,sagat,saat,tsag,xiǎoshí,ji,sigan,giờ,jam,oras,jam,chạ̀wmong,,,,
,second,,,,dua,zweite,seconde,andra,anden,sekund,deuxième,segon,segundo,segundo,segundo,secondo,al doilea,e dyta,dara,ail,défteros,drugo,sekunda,drugi,vtoro,vtoro,druhý,druhý,drugo,vtoroy,drugi,druhi,druhyy,antra,otrais,második,toinen,teiseks,bayo,doosara,dbitīẏa,dōsrō,dusarā,dūjā,reṇḍava,iraṇṭāvatu,eraḍanē,bījuṁ,dome,çirke,dujum,thania,snaya,huletenya,pili,na biyu,keji,,ikinci,ikkinchi,ekinşi,ikinji,ekinçi,khoyordugaart,dì èr,byou,dubeonjjae,thứ hai,Kedua,pangalawa,kapindho,thī̀ s̄xng,,,,
,sand,,"saend
sha
shan
ret
kum",,sablo,Sand,zand,sand,sand,sand,sable,sorra,arena,area,areia,sabbia,nisip,rërë,gaineamh,tywod,ámmos,pesek,pijesak,pijesak,pyasŭk,pesok,piesku,písek,pesak,pesok,piasek,piasok,pisok,smėlis,smiltis,homok,hiekka,liiv,ret,ret,bāli,bāluvā,vāḷū,rēta,isuka,maṇal,maraḷu,rētī,shan,qûm,qum,ramil,hol,āshewa,mchanga,yashi,iyanrin,,kum,qum,qum,gum,kum,els,shā,suna,molae,cát,pasir,buhangin,wedhi,thrāy,,,,
,bear,,"ursa
oso
balu",,urso,tragen,beer,Björn,bjørn,Bjørn,ours,suportar,oso,oso,urso,orso,urs,ariu,béar,arth,arkoúda,medved,medvjed,snositi,mechka,mečka,medveď,medvěd,medved,medved',niedźwiedź,miadzviedź,vedmidʹ,turėti,lācis,medve,karhu,karu,bardasht karyo,bhaaloo,bhāluka,bhālu,asvala,richa,elugubaṇṭi,tāṅka,karaḍi,rīn̄cha,khors,hirç,xirs,dubb,dow,dibi,dubu,kai,agbateru,,ayı,ayiq,ayu,aýy,ayuu,baavgai,xióng,kuma,gom,con gấu,beruang,oso,nanggung,h̄mī,,,,
,wolf,vʌlf,"wʌlf - english
lup/luv - romance
vʌlf - germanic
vʌlk - slav",,lupo,Wolf,wolf,Varg,ulv,ulv,loup,llop,lobo,lobo,lobo,lupo,lup,ujk,mac tíre,Blaidd,lýkos,volk,vuk,vuk,vŭlk,volk,vlk,vlk,vuk,volk,Wilk,voŭk,vovk,vilkas,vilks,farkas,susi,hunt,baghar,bhediya,nēkaṛē,bvām̐sō,lāṇḍagā,baghi'āṛa,tōḍēlu,ōnāy,tōḷa,varu,greg,gur,gurg,dhib,zev,tekula,mbwa Mwitu,kerkeci,ìkookò,,kurt,bo'ri,qasqır,möjek,karışkır,chono,láng,okami,neugdae,chó sói,serigala,lobo,asu ajag,h̄māp̀ā,,,,
,dragon,dragʌn,"dragʌn
drak",,drako,Drachen,draak,drake,trække på,drage,dragon,drac,continuar,dragón,Dragão,Drago,balaur,dragua,dragan,draig,drákon,zmaj,zmaj,zmaj,drakon,zmej,drak,drak,zmaj,Drakon,smok,cmok,drakon,drakonas,pūķis,sárkány,lohikäärme,draakon,azdha,ajagar,ḍrāgana,ḍryāgana,ḍrĕgana,ajagara,ḍrāgan,ṭirākaṉ,ḍryāgan,ḍrēgana,zhadha,ejdeha,aƶdaho,taniyn,dracon,zenido,joka,dodon,dragoni,,Ejderha,ajdaho,aydahar,aagondarha,ajıdaar,luu,lóng,ryu,yong,rồng,naga,Dragon,naga,mạngkr,,,,
,Task,,,,Tasko,Aufgabe,Taak,Uppgift,Opgave,Oppgave,Tâche,Tasca,Tarea,Tarefa,Tarefa,Compito,Sarcină,Detyrë,Tasc,Tasg,Ergo,Naloga,Zadatak,Zadatak,Zadacha,Zadača,Úloha,Úkol,Zadatak,Zadacha,Zadanie,Zadača,zavdannya,Užduotis,Uzdevums,Feladat,Tehtävä,Ülesanne,kum,kaam,ṭāska,kārya,kārya,ṭāsaka,ṭāsk,paṇi,kārya,kārya,wazifa,Peywir,Vazifa,muhima,meshima,tegibari,Kazi,Aiki,Iṣẹ-ṣiṣe,,Görev,Vazifa,Tapsırma,Wezipe,Tapşırma,Daalgavar,rènwù,task,il,Nhiệm vụ,Tugas,Gawain,tugas,ngān,,,,
,story,stori,,,rakonto,Geschichte,verhaal,berättelse,historie,historie,histoire,història,historia,historia,história,storia,poveste,histori,scéal,stori,istoría,zgodba,priča,priča,istoriya,prikazna,príbeh,příběh,priča,istoriya,fabuła,historyja,istoriya,istorija,stāsts,sztori,tarina,lugu,kahani,kahaanee,galpa,kathā,kathā,kahāṇī,katha,katai,kathe,vārtā,dastan,çîrok,hikoja,qisa,short,tarīki,hadithi,labari,itan,,hikaye,hikoya,oqïğa,hekaýa,okuya,tüükh,gùshì,monogatari,iyagi,câu chuyện,cerita,kwento,crita,reụ̄̀xngrāw,,,,
,game,geim,"igra
spiel
oyun
geim",,ludo,Spiel,spel,spel,spil,spill,jeu,joc,juego,xogo,jogo,gioco,joc,lojë,cluiche,gem,paichnídi,igra,igra,igra,igra,igra,hra,hra,igra,igra,gra,huĺnia,hra,žaidimas,spēle,"játszma, meccs",peli,mängu,round,khel,khēlā,khēla,khēḷa,khēḍa,āṭa,viḷaiyāṭṭu,āṭa,ramata,bazzi,lîstik,ʙozī,lueba,mishak,ch’ewata,mchezo,wasa,ere,,oyun,o'yin,oyın,oýun,oyun,togloom,yóuxì,game,geim,trò chơi,permainan,laro,game,kem,,,,
,eat,,,,manĝi,essen,eten,äta,spise,spise,manger,menjar,comer,comer,comer,mangiare,mânca,hani,ithe,bwyta,tróo,jesti,jesti,jesti,Yazhte,jadete,jesť,jíst,jesti,yest',jeść,jesci,yisty,valgyti,ēst,eszik,syödä,sööma,kao,khao,khā'ōẏā,khānu,khāṇē,khā'ō,tinaṇḍi,cāppiṭu,tinnuttāre,khāvuṁ,khordan,xwarin,ʙixūred,yakul,akel,bila,kula,ci,jẹun,,yemek yemek,yemoq,jew,iýiň,je,idekh,chī,taberu,meogda,ăn,makan,kumain,mangan,kin,,,,
,swallow,,,,gluti,schlucken,slikken,svälja,sluge,svelge,avaler,empassar,tragar,andoriña,engolir,rondine,a inghiti,gëlltitje,swallow,llyncu,katapieí,pogoltniti,progutati,gutljaj,poglŭshtam,progolta,prehltnúť,polykat,progutati,glotat',połykać,prahlynuć,kovtaty,nuryti,norīt,Nyel,niellä,pääsuke,niglan,nigalana,gilē phēlā,nilcha,giḷaṇē,nigalaṇā,miṅgaḍāniki,viḻuṅka,nuṅgalu,gaḷī javuṁ,balaa,daqurtandin,furū ʙurdan,abtilae,snunit,mewat’i,kumeza,hadiye,gbe mì,,yutmak,yutish,jutw,ýuwut,jutuu,zalgikh,tūn,tsubame,samkida,nuốt,angsa,lunukin,ngulu,klụ̄n,,,,
,pee,,,,pisi,pinkeln,plas,kissa,tisse,tisse,pipi,fer pipí,orinar,facer pis,urina,fare pipì,pipi,urinim,peic,pei,katoúrima,lulati,pišati,piškiti,pikaya,močaat,cikať,čurat,piškiti,popisat',robić siku,mačycca,popysaty,šlapintis,urinēt,pisilni,pissaa,pissile,pee,peshaab karana,prasrāba,pisāba,mūtravisarjana,pēśāba,mūtra visarjana cēyaṇḍi,ciṟunīr kaḻikkavum,mūtramāḍu,pēśāba,toilet,mîz,peşoʙ,yatabawal,satan,lit’ach’i,kukojoa,pee,pee,,işemek,siyish,zär şığarw,pee,siyüü,sheekh,niào niào,oshikko wa suru,ojum,tiểu,kencing,umihi,pipis,c̄hī̀,,,,
,poop,,,,kako,Kacke,poep,bajs,afføring,bæsj,caca,caca,caca,caca,cocô,imbarcare a poppa,caca,jashtëqitjes,leamh,baw,prýmni,kakec,poop,krma,ako,izmet,kakať,kadit,poop,kakat',kupa,kakać,kakaty,kakoti,kakāt,tat,Uloste,kaka,poop,jahaaz ka sabase pichhala bhaag,malatyāga,pōpa,pōpa,kūṛā,malaṁ,malam,duḍḍu,pōpa,madfua kordon,kulîçe,koƣaz,ytbrrz,kaki,ch’uẖeti,kinyesi,zubo,igbẹ,,kaka,axlat,tezek,poop,tezek,baas,chuánwěi,funao,ttong,phân,tinja,tae,popok,khn sèx,,,,
,shave,,,,razi,rasieren,scheren,rakning,barbering,barbere,raser,afaitar-se,afeitar,afeitarse,depilar,farsi la barba,bărbierit,rruaj,bhearradh,eillio,xýrisma,britje,brijati,obrijati se,brŭsnene,izbriči,holiť,holit,brijati se,brit'sya,golić się,halicca,holytysya,skustis,skūšanās,borotválkozás,parranajo,raseerima,shayo karyo,daadhee,kāmāna,dāḍhī,dāḍhī,śēva,goruguṭa,moṭṭai aṭikka,kṣaura māḍi,hajāmata karavī,trachiden,tirş kirin,riştaroş,hilaqa,hatigleh,melach’eti,kunyoa,aski,fáfá,,tıraş olmak,soqol olish,qırınw,syrdyr,kıruu,sakhlaa khusakh,guā húzi,soru,kkakkda,cạo râu,mencukur,mag-ahit,nyukur,kon,,,,
,protect,,,,protekti,schützen,beschermen,skydda,beskytte,beskytte,protéger,protegir,proteger,protexer,proteger,proteggere,proteja,mbroj,chosaint,amddiffyn,prostatévo,zaščititi,zaštititi,zaštititi,zashtitavam,zaštiti,chrániť,chránit,zaštititi,zashchishchat',chronić,abaraniać,zakhystyty,apsaugoti,aizsargāt,védeni,suojella,kaitsta,hifazat karyo,raksha karana,rakṣā,rakṣā garnuhōs,sanrakṣaṇa,rakhi'ā,rakṣin̄caḍāniki,pātukākka,rakṣisu,rakṣaṇa,muhafizat,parastin,himoja,yahmi,lahgan,met’ebek’i,kulinda,karewa,dabobo,,korumak,himoya qilish,qorğaw,gora,korgoo,khamgaalakh,bǎohù,mamoru,bohohada,bảo vệ,melindungi,protektahan,nglindhungi,pkp̂xng,,,,
,exercise,,,,ekzercado,Übung,oefening,träning,dyrke motion,trening,exercice,exercici,ejercicio,exercicio,exercício,esercizio,exercițiu,ushtrim,aclaíocht,ymarfer corff,áskisi,telovadba,vježbe,vježbanje,uprazhnenie,vežbanje,cvičenie,cvičení,vežbanje,uprazhneniye,ćwiczenia,fizičnyja praktykavanni,vpravy,pratimas,vingrinājums,gyakorlat,Harjoittele,harjutus,warzash,vyaayaam,byāẏāma,vyāyāma,vyāyāma,kasarata,vyāyāmaṁ,uṭaṟpayiṟci,vyāyāma,kasarata,werzash,egzersîz,maşq kardan,yumaris,drill,ye’ākali bik’ati inik’isik’asē madiregi,mazoezi,motsa jiki,ere idaraya,,egzersiz yapmak,mashq qilish,jattığw,maşk,könügüü,dasgal khiikh,duànliàn,undou,undong,bài tập,latihan,ehersisyo,olahraga,xxkkảlạng kāy,,,,
,block,,,,bloko,Block,blok,blockera,blok,blokkere,bloc,bloc,bloquear,bloque,bloquear,bloccare,bloc,bllokoj,bloc,bloc,OIKODOMIKO TETRAGONO,blok,blok,blok,blok,blok,blokovať,blok,blokirati,blokirovat',blok,blok,blokuvaty,blokas,bloķēt,Blokk,lohko,blokk,block,avarodh paida karana,blaka,blaka,blŏka,balāka,nirōdhin̄cu,tokuti,blāk,blōka,block,blok,ʙlok,hajiz,hassima,āgidi,kuzuia,toshe,Àkọsílẹ,,engellemek,blok,blok,blokirlemek,blok,blok,dǔsè,brock,chadanhada,khối,memblokir,harangan,pamblokiran,pid kận,,,,
,love,,ai or amor,,amo,Liebe,Liefde,kärlek,elsker,kjærlighet,amour,amor,amar,amor,amor,Amore,dragoste,dashuri,grá,cariad,agápi,ljubezen,ljubav,ljubav,lyubov,ljubov,láska,milovat,ljubav,lyubov',Miłość,kachannie,lyubov,meilė,mīlestība,szerelem,rakkaus,armastus,piyar,pyaar,bhālabāsā,māyā,prēma,pi'āra,prēma,aṉpu,prīti,prēma,ishq,evîn,işk,habun,bahava,fik’iri,upendo,soyayya,ife,,Aşk,sevgi,maxabbat,söýgi,süyüü,khair,ài,ai,salang,yêu,Cinta,pag-ibig,tresna,rạk,,,,
,marriage,,,,geedzeco,Hochzeit,huwelijk,äktenskap,ægteskab,ekteskap,mariage,matrimoni,casamiento,matrimonio,casado,matrimonio,căsătorie,martesë,pósadh,priodas,gámos,poroka,brak,brak,brak,brak,manželstvo,manželství,brak,svad'ba,małżeństwo,šliub,odruzhennya,santuoka,laulības,házasság,avioliitto,abielu,shadi,shaadee,bibāha,vivāha,lagna,vi'āha,vivāhaṁ,tirumaṇam,maduve,lagna,azdawaj,zewac,izdivoç,zawaj,hatuna,gabicha,ndoa,aure,igbeyawo,,evlilik,nikoh,neke,nika,üylönüü,gerlelt,hūnyīn,kekkon,gyeolhon,kết hôn,pernikahan,kasal,perkawinan,kār tæ̀ngngān,,,,
,kiss,,,,kiso,Kuss,kus,kyss,kys,kysse,baiser,petó,beso,bico,beijo,bacio,pup,puthje,póg,cusan,filí,poljub,poljubac,poljubac,tseluvka,baknež,bozkávať,polibek,poljubac,tselovat',pocałunek,pacalunak,potsilunok,pabučiuoti,skūpsts,csók,suudella,suudlema,chami,chumban,cumbana,cumbana,cumbana,cumaṇā,muddu,muttam,muttu,cumbana,bos,ramûsan,ʙusa,qubla,nashika,mesami,busu,sumba,fẹnuko,,öpücük,o'pish,süyis,öp,öbüü,ünselt,wěn,seppun,kiseu,hôn,ciuman,halikan,ngambung,cūb,,,,
,sex,,,,sekso,Sex,seks,sex,køn,kjønn,sexe,sexe,sexo,sexo,sexo,sesso,sex,seksi,gnéas,rhyw,fýlo,seks,sex,seks,seks,seks,sex,sex,sek,seks,seks,seks,seks,seksas,sekss,szex,seksiä,seks,jansi,ling,yaunatā,sēksa,liṅga,saikasa,seks,ceks,laiṅgika,sēksa,jansit,seks,çinsī,aljins,minhh,wesībi,ngono,jima'i,ibalopo,,seks,jinsiy aloqa,jınıstıq qatınas,jyns,seks,syeks,xìngbié,shou,segseu,tình dục,seks,kasarian,jinis,pheṣ̄,,,,
,hug,,,,brakumo,Umarmung,knuffel,kram,knus,Klem,câlin,abraçada,abrazo,aperta,abraço,abbraccio,îmbrăţişare,përqafim,barróg,cwtsh,ankaliázo,objem,zagrljaj,zagrliti,pregrŭdka,pregratka,objatie,obejmout,zagrliti,obnimat',uścisk,abniać,obiymy,apkabinti,apskāviens,Ölelés,halata,kallistama,galey milan,aalingan,āliṅgana,am̐gālō,miṭhī,japhī,kaugilinta,kaṭṭippiṭi,appuge,āliṅgana,aghush,himbêz kirin,oƣūş,hadan,abes,mak’efi,kukumbatia,runguma,famọra,,sarılmak,quchoqlash,quşaqtaw,gujakla,kuçaktoo,tevrekh,yǒngbào,houyou,kkyeoanda,ôm,memeluk,yakapin,ngrangkul,kxd,,,,
,build,,,,konstrui,bauen,bouwen,bygga,bygge,bygge,construire,construir,construir,construír,construir,costruire,construi,ndërtoj,thógáil,adeiladu,chtízo,graditi,graditi,izgraditi,izgrazhdane,izgradi,stavať,stavět,graditi,stroit',zbudować,budavać,buduvaty,statyti,būvēt,épít,rakentaa,ehitada,tameer karyo,nirmaan,nirmāṇa,nirmāṇa,bāndhaṇē,baṇā'uṇā,nirmin̄cu,kaṭṭa,nirmisalu,bilḍa,sakht,avakirin,soxtan,yabni,levan,megenibati,kujenga,gina,kọ,,inşa etmek,qurmoq,salw,gurmak,kuruu,barikh,jiànzào,tateru,jisda,xây dựng,membangun,magtayo,mbangun,s̄r̂āng,,,,
,hammer,,,,martelo,Hammer,hamer,hammare,Hammer,hammer,marteau,martell,martillo,martelo,martelo,martello,ciocan,çekiç,casúr,morthwyl,sfyrí,kladivo,hammer,čekić,chuk,čekan,kladivo,kladivo,čekić,molotok,młotek,malatok,molotok,plaktukas,āmurs,kalapács,vasara,haamer,hathyar,hathauda,hātuṛi,hathauḍā,hātōḍā,hathauṛā,sutti,cutti,suttige,hathōḍī,chakash,çakûç,ʙolga,shakush,steam,medosha,nyundo,guduma,òòlù,,çekiç,bolg'a,balğa,çekiç,balka,alkh,chuízi,hammer,mangchi,cây búa,Palu,martilyo,palu,kĥxn,,,,
,pen,,,,plumo,Stift,pen,penna,pen,penn,stylo,bolígraf,bolígrafo,pluma,caneta,penna,pix,stilolaps,peann,gorlan,styló,pero,olovka,olovka,khimilka,penkalo,perom,pero,hemijska olovka,ruchka,długopis,ručka,pero,rašiklis,pildspalva,toll,kynä,pliiats,qalam,kalam,kalama,kalama,pēna,kalama,pen,pēṉā,pennu,pēna,qalam,pênûs,qalam,qalam,at,bi‘iri,kalamu,alkalami,ikọwe,,dolma kalem,qalam,qalam,ruçka,kalem,üzeg,bǐ,pen,pen,cái bút,pena,panulat,pen,pākkā,,,,
,pencil,,,,krajono,Bleistift,potlood,penna,blyant,blyant,crayon,llapis,lápiz,lapis,lápis,matita,creion,laps,peann luaidhe,pensil,molývi,svinčnik,olovka,olovka,moliv,moliv,ceruzka,tužka,olovka,karandash,ołówek,alovak,olivetsʹ,pieštukas,zīmulis,ceruza,lyijykynä,pliiats,pencil,pensil,pēnsila,pēnsila,pēnsila,painasila,pensil,eḻutukōl,pensil,pēnsila,madad,qelem,qalam,qalam,ipron,irisasi,penseli,fensir,ikọwe,,kalem,qalam,qarındaş,galam,karandaş,kharandaa,qiānbǐ,enpitsu,yeonpil,bút chì,pensil,lapis,potlot,dins̄x,,,,
,crayon,,,,krajono,Wachsmalstift,krijt,krita,farveblyant,fargestift,crayon,llapis de color,lápiz de color,crayón,GIS de cera,pastello,pastel,shkumës me ngjyra,crián,creon,pastél,barvica,bojica,krejon,pastel,boička,pastelka,pastelka,bojica,karandash,pastel,alovak,olivetsʹ,kreidelė,krītiņš,zsírkréta,värikynä,värvipliiats,karyoon,kreyon,krēẏana,crayon,krēyŏna,crayon,krēyān,vaṇṇappūccu,baḷapa,krēyōna,madad rangi,sênî,qalam,talwin,efron,kirayoni,crayoni,rawani,crayon,,pastel boya,qalam,qarındaş,garga,karandaş,öngiin kharandaa,làbǐ,creyong,keuleyong,bút sáp màu,krayon,krayola,krayon,dins̄x s̄ī,,,,
,marker,,,,markilo,Marker,markeerstift,markör,markør,markør,marqueur,marcador,marcador,marcador,marcador,marcatore,marker,shënues,marcóir,marciwr,simádi,marker,marker,marker,marker,marker,marker,popisovač,marker,marker,znacznik,markier,marker,žymeklis,marķieris,jelző,merkki,marker,marker,nishaan,cihnitakārī,mārkara,mārkara,mārakara,mārkar,kuṟippāṉ,mārkar,mārkara,nishanger,nîşanker,marker,ealama,saman,milikiti madiregīya,alama,alama,asami,,işaretleyici,marker,marker,marker,marker,temdeglegee,biāojì,marker,chaejeomja,đánh dấu,penanda,pananda,panandha,kherụ̄̀xngh̄māy,,,,
,highlighter,,,,reliefigilo,Textmarker,markeerstift,överstrykningspenna,highlighter,highlighter,surligneur,subratllador,resaltador,resaltador,marcador,evidenziatore,iluminator,theksues,aibhsithe,goleuwr,highlighter,osvetljevalec,highlighter,highlighter,marker,hajlajter,zvýrazňovač,zvýrazňovač,highlighter,marker,Zakreślacz,chajlajtier,khaylayter,paryškintuvas,marķieris,kiemelő,korostuskynä,marker,roshani deendar,hailaitar,hā'ilā'iṭāra,hā'ilā'iṭara,hāyalā'iṭara,hā'īlā'īṭara,hailaiṭar,muṉṉilaippaṭutti,hailaiṭar,hā'ilā'iṭara,nishanger,balans,ravşangar,highlightar,at simmone,madimek’īya,kiangazi,mai haskakawa,afihan,,vurgulayıcı,yoritgich,bölektewiş,tapawutlandyryjy,jarık berüüçü,todruulagch,yíng guāngbǐ,keikou pen,hyeong-gwangpen,bút đánh dấu,stabilo,highlighter,sorotan,pākkā nên k̄ĥxkhwām,,,,
,board,,,,tabulo,Planke,bord,styrelse,bestyrelse,borde,conseil,pissarra,junta,taboleiro,quadro,asse,bord,bord,bord,bwrdd,sanída,tabla,board,odbor,dŭska,tabla,doska,deska,"odbor, tabla",doska,tablica,doška,doshka,lenta,dēlis,tábla,hallitus,juhatus,board,takhta,bōrḍa,bōrḍa,bōrḍa,phaṭī,bōrḍu,palakai,bōrḍ,pāṭīyuṁ,heiat,pano,taxta,sabura,loah,selēda,bodi,allo,ọkọ,,pano,taxta,taqta,tagta,takta,sambar,mùbǎn,ita,panja,Cái bảng,papan,board,papan,kradān,,,,
,sir,,,,Sinjoro,Herr,meneer,herr,hr,Herr,Monsieur,senyor,Señor,señor,senhor,Signore,domnule,zotëri,a dhuine uasail,syr,Kýrie,gospod,gospodine,gospodine,gospodine,gospodine,pane,Vážený pane,gospodine,ser,Pan,ser,ser,pone,kungs,uram,arvon herra,härra,sain,mahoday,syāra,sara,sara,janāba,sār,aiyā,śrīmān,sāhēba,agha,ezbenî,çanoʙ,syid,hampked,gētayē,bwana,yallabai,sir,,Sayın,janob,sér,jenap,ser,erkhem ee,xiānshēng,sa,seonsaengnim,quý ngài,Pak,sir,Pak,th̀ān,,,,
,maam,,,,sinjorino,Maam,mevrouw,frun,Frue,frue,madame,senyora,señora,señora,senhora,signora,doamnă,zonjë,maim,maam,kyría,gospa,gospođo,gospođo,maam,gospoǵo,maam,maam,gospođo,mem,proszę pani,spadarynia,pani,maam,maam,maam,maam,maam,mam,maan,myāma,maam,bā'ī,maam,maam,am'mā,mēḍaṁ,mēma,mather,xam,xonum,sayidati,givrati,imebētē,mama,mama,maam,,Majesteleri,onam,xanım,eje,apa,emee,nǚshì,maum,bu-in,thưa bà,bu,maam,mbak,h̄æm̀m,,,,
